"Notes"	"Age Group"	"Age Group Code"	"State"	"State Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"30-34 years"	"30-34"	"New York"	"36"	"2012"	"2012"	1338241
	"30-34 years"	"30-34"	"New York"	"36"	"2013"	"2013"	1362338
	"30-34 years"	"30-34"	"New York"	"36"	"2014"	"2014"	1376050
	"30-34 years"	"30-34"	"New York"	"36"	"2015"	"2015"	1385178
	"30-34 years"	"30-34"	"New York"	"36"	"2016"	"2016"	1399361
	"30-34 years"	"30-34"	"New York"	"36"	"2017"	"2017"	1410936
"Total"	"30-34 years"	"30-34"	"New York"	"36"			39800905
	"30-34 years"	"30-34"	"North Carolina"	"37"	"1990"	"1990"	573427
	"30-34 years"	"30-34"	"North Carolina"	"37"	"1991"	"1991"	585868
	"30-34 years"	"30-34"	"North Carolina"	"37"	"1992"	"1992"	591358
	"30-34 years"	"30-34"	"North Carolina"	"37"	"1993"	"1993"	599392
	"30-34 years"	"30-34"	"North Carolina"	"37"	"1994"	"1994"	606376
	"30-34 years"	"30-34"	"North Carolina"	"37"	"1995"	"1995"	609671
	"30-34 years"	"30-34"	"North Carolina"	"37"	"1996"	"1996"	606916
	"30-34 years"	"30-34"	"North Carolina"	"37"	"1997"	"1997"	602374
	"30-34 years"	"30-34"	"North Carolina"	"37"	"1998"	"1998"	601513
	"30-34 years"	"30-34"	"North Carolina"	"37"	"1999"	"1999"	605279
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2000"	"2000"	613180
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2001"	"2001"	627407
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2002"	"2002"	634518
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2003"	"2003"	632988
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2004"	"2004"	629605
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2005"	"2005"	619881
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2006"	"2006"	610716
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2007"	"2007"	606706
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2008"	"2008"	613810
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2009"	"2009"	616711
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2010"	"2010"	621780
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2011"	"2011"	629215
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2012"	"2012"	633191
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2013"	"2013"	638005
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2014"	"2014"	639818
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2015"	"2015"	640362
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2016"	"2016"	646663
	"30-34 years"	"30-34"	"North Carolina"	"37"	"2017"	"2017"	654518
"Total"	"30-34 years"	"30-34"	"North Carolina"	"37"			17291248
	"30-34 years"	"30-34"	"North Dakota"	"38"	"1990"	"1990"	54041
	"30-34 years"	"30-34"	"North Dakota"	"38"	"1991"	"1991"	52377
	"30-34 years"	"30-34"	"North Dakota"	"38"	"1992"	"1992"	51023
	"30-34 years"	"30-34"	"North Dakota"	"38"	"1993"	"1993"	49549
	"30-34 years"	"30-34"	"North Dakota"	"38"	"1994"	"1994"	47861
	"30-34 years"	"30-34"	"North Dakota"	"38"	"1995"	"1995"	45837
	"30-34 years"	"30-34"	"North Dakota"	"38"	"1996"	"1996"	43899
	"30-34 years"	"30-34"	"North Dakota"	"38"	"1997"	"1997"	41666
	"30-34 years"	"30-34"	"North Dakota"	"38"	"1998"	"1998"	39748
	"30-34 years"	"30-34"	"North Dakota"	"38"	"1999"	"1999"	38532
	"30-34 years"	"30-34"	"North Dakota"	"38"	"2000"	"2000"	38035
	"30-34 years"	"30-34"	"North Dakota"	"38"	"2001"	"2001"	37773
	"30-34 years"	"30-34"	"North Dakota"	"38"	"2002"	"2002"	37499
	"30-34 years"	"30-34"	"North Dakota"	"38"	"2003"	"2003"	37760
	"30-34 years"	"30-34"	"North Dakota"	"38"	"2004"	"2004"	38231
	"30-34 years"	"30-34"	"North Dakota"	"38"	"2005"	"2005"	38299
	"30-34 years"	"30-34"	"North Dakota"	"38"	"2006"	"2006"	37575
	"30-34 years"	"30-34"	"North Dakota"	"38"	"2007"	"2007"	37712
	"30-34 years"	"30-34"	"North Dakota"	"38"	"2008"	"2008"	37844
	"30-34 years"	"30-34"	"North Dakota"	"38"	"2009"	"2009"	39644
	"30-34 years"	"30-34"	"North Dakota"	"38"	"2010"	"2010"	41399
	"30-34 years"	"30-34"	"North Dakota"	"38"	"2011"	"2011"	43729
	"30-34 years"	"30-34"	"North Dakota"	"38"	"2012"	"2012"	46620
	"30-34 years"	"30-34"	"North Dakota"	"38"	"2013"	"2013"	50074
	"30-34 years"	"30-34"	"North Dakota"	"38"	"2014"	"2014"	52050
	"30-34 years"	"30-34"	"North Dakota"	"38"	"2015"	"2015"	54110
	"30-34 years"	"30-34"	"North Dakota"	"38"	"2016"	"2016"	54437
	"30-34 years"	"30-34"	"North Dakota"	"38"	"2017"	"2017"	53659
"Total"	"30-34 years"	"30-34"	"North Dakota"	"38"			1240983
	"30-34 years"	"30-34"	"Ohio"	"39"	"1990"	"1990"	932638
	"30-34 years"	"30-34"	"Ohio"	"39"	"1991"	"1991"	933816
	"30-34 years"	"30-34"	"Ohio"	"39"	"1992"	"1992"	925126
	"30-34 years"	"30-34"	"Ohio"	"39"	"1993"	"1993"	911529
	"30-34 years"	"30-34"	"Ohio"	"39"	"1994"	"1994"	897212
	"30-34 years"	"30-34"	"Ohio"	"39"	"1995"	"1995"	878837
	"30-34 years"	"30-34"	"Ohio"	"39"	"1996"	"1996"	854182
	"30-34 years"	"30-34"	"Ohio"	"39"	"1997"	"1997"	825943
	"30-34 years"	"30-34"	"Ohio"	"39"	"1998"	"1998"	804244
	"30-34 years"	"30-34"	"Ohio"	"39"	"1999"	"1999"	788462
	"30-34 years"	"30-34"	"Ohio"	"39"	"2000"	"2000"	782328
	"30-34 years"	"30-34"	"Ohio"	"39"	"2001"	"2001"	780402
	"30-34 years"	"30-34"	"Ohio"	"39"	"2002"	"2002"	772568
	"30-34 years"	"30-34"	"Ohio"	"39"	"2003"	"2003"	757696
	"30-34 years"	"30-34"	"Ohio"	"39"	"2004"	"2004"	734942
	"30-34 years"	"30-34"	"Ohio"	"39"	"2005"	"2005"	709501
	"30-34 years"	"30-34"	"Ohio"	"39"	"2006"	"2006"	681356
	"30-34 years"	"30-34"	"Ohio"	"39"	"2007"	"2007"	668575
	"30-34 years"	"30-34"	"Ohio"	"39"	"2008"	"2008"	670378
	"30-34 years"	"30-34"	"Ohio"	"39"	"2009"	"2009"	681723
	"30-34 years"	"30-34"	"Ohio"	"39"	"2010"	"2010"	693909
	"30-34 years"	"30-34"	"Ohio"	"39"	"2011"	"2011"	705562
	"30-34 years"	"30-34"	"Ohio"	"39"	"2012"	"2012"	712724
	"30-34 years"	"30-34"	"Ohio"	"39"	"2013"	"2013"	719269
	"30-34 years"	"30-34"	"Ohio"	"39"	"2014"	"2014"	720584
	"30-34 years"	"30-34"	"Ohio"	"39"	"2015"	"2015"	720025
	"30-34 years"	"30-34"	"Ohio"	"39"	"2016"	"2016"	722567
	"30-34 years"	"30-34"	"Ohio"	"39"	"2017"	"2017"	727322
"Total"	"30-34 years"	"30-34"	"Ohio"	"39"			21713420
	"30-34 years"	"30-34"	"Oklahoma"	"40"	"1990"	"1990"	260477
	"30-34 years"	"30-34"	"Oklahoma"	"40"	"1991"	"1991"	262054
	"30-34 years"	"30-34"	"Oklahoma"	"40"	"1992"	"1992"	262996
	"30-34 years"	"30-34"	"Oklahoma"	"40"	"1993"	"1993"	261488
	"30-34 years"	"30-34"	"Oklahoma"	"40"	"1994"	"1994"	257901
	"30-34 years"	"30-34"	"Oklahoma"	"40"	"1995"	"1995"	250385
	"30-34 years"	"30-34"	"Oklahoma"	"40"	"1996"	"1996"	241868
	"30-34 years"	"30-34"	"Oklahoma"	"40"	"1997"	"1997"	232540
	"30-34 years"	"30-34"	"Oklahoma"	"40"	"1998"	"1998"	224975
	"30-34 years"	"30-34"	"Oklahoma"	"40"	"1999"	"1999"	222269
	"30-34 years"	"30-34"	"Oklahoma"	"40"	"2000"	"2000"	222361
	"30-34 years"	"30-34"	"Oklahoma"	"40"	"2001"	"2001"	225157
	"30-34 years"	"30-34"	"Oklahoma"	"40"	"2002"	"2002"	228261
	"30-34 years"	"30-34"	"Oklahoma"	"40"	"2003"	"2003"	228494
	"30-34 years"	"30-34"	"Oklahoma"	"40"	"2004"	"2004"	227492
	"30-34 years"	"30-34"	"Oklahoma"	"40"	"2005"	"2005"	226186
	"30-34 years"	"30-34"	"Oklahoma"	"40"	"2006"	"2006"	223686
	"30-34 years"	"30-34"	"Oklahoma"	"40"	"2007"	"2007"	224067
	"30-34 years"	"30-34"	"Oklahoma"	"40"	"2008"	"2008"	226970
	"30-34 years"	"30-34"	"Oklahoma"	"40"	"2009"	"2009"	234800
	"30-34 years"	"30-34"	"Oklahoma"	"40"	"2010"	"2010"	242550
	"30-34 years"	"30-34"	"Oklahoma"	"40"	"2011"	"2011"	249584
	"30-34 years"	"30-34"	"Oklahoma"	"40"	"2012"	"2012"	256576
	"30-34 years"	"30-34"	"Oklahoma"	"40"	"2013"	"2013"	264397
	"30-34 years"	"30-34"	"Oklahoma"	"40"	"2014"	"2014"	268136
	"30-34 years"	"30-34"	"Oklahoma"	"40"	"2015"	"2015"	269102
	"30-34 years"	"30-34"	"Oklahoma"	"40"	"2016"	"2016"	268733
	"30-34 years"	"30-34"	"Oklahoma"	"40"	"2017"	"2017"	265035
"Total"	"30-34 years"	"30-34"	"Oklahoma"	"40"			6828540
	"30-34 years"	"30-34"	"Oregon"	"41"	"1990"	"1990"	239241
	"30-34 years"	"30-34"	"Oregon"	"41"	"1991"	"1991"	243774
	"30-34 years"	"30-34"	"Oregon"	"41"	"1992"	"1992"	244742
	"30-34 years"	"30-34"	"Oregon"	"41"	"1993"	"1993"	247088
	"30-34 years"	"30-34"	"Oregon"	"41"	"1994"	"1994"	246549
	"30-34 years"	"30-34"	"Oregon"	"41"	"1995"	"1995"	244232
	"30-34 years"	"30-34"	"Oregon"	"41"	"1996"	"1996"	241263
	"30-34 years"	"30-34"	"Oregon"	"41"	"1997"	"1997"	236972
	"30-34 years"	"30-34"	"Oregon"	"41"	"1998"	"1998"	233800
	"30-34 years"	"30-34"	"Oregon"	"41"	"1999"	"1999"	234262
	"30-34 years"	"30-34"	"Oregon"	"41"	"2000"	"2000"	237151
	"30-34 years"	"30-34"	"Oregon"	"41"	"2001"	"2001"	243274
	"30-34 years"	"30-34"	"Oregon"	"41"	"2002"	"2002"	247580
	"30-34 years"	"30-34"	"Oregon"	"41"	"2003"	"2003"	248435
	"30-34 years"	"30-34"	"Oregon"	"41"	"2004"	"2004"	245397
	"30-34 years"	"30-34"	"Oregon"	"41"	"2005"	"2005"	242488
	"30-34 years"	"30-34"	"Oregon"	"41"	"2006"	"2006"	241351
	"30-34 years"	"30-34"	"Oregon"	"41"	"2007"	"2007"	243190
	"30-34 years"	"30-34"	"Oregon"	"41"	"2008"	"2008"	248520
	"30-34 years"	"30-34"	"Oregon"	"41"	"2009"	"2009"	254873
	"30-34 years"	"30-34"	"Oregon"	"41"	"2010"	"2010"	260161
	"30-34 years"	"30-34"	"Oregon"	"41"	"2011"	"2011"	265469
	"30-34 years"	"30-34"	"Oregon"	"41"	"2012"	"2012"	270404
	"30-34 years"	"30-34"	"Oregon"	"41"	"2013"	"2013"	273936
	"30-34 years"	"30-34"	"Oregon"	"41"	"2014"	"2014"	277342
	"30-34 years"	"30-34"	"Oregon"	"41"	"2015"	"2015"	281015
	"30-34 years"	"30-34"	"Oregon"	"41"	"2016"	"2016"	287130
	"30-34 years"	"30-34"	"Oregon"	"41"	"2017"	"2017"	289779
"Total"	"30-34 years"	"30-34"	"Oregon"	"41"			7069418
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"1990"	"1990"	994408
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"1991"	"1991"	992843
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"1992"	"1992"	977742
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"1993"	"1993"	958336
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"1994"	"1994"	939214
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"1995"	"1995"	915403
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"1996"	"1996"	887489
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"1997"	"1997"	857718
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"1998"	"1998"	838089
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"1999"	"1999"	829015
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2000"	"2000"	825434
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2001"	"2001"	816343
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2002"	"2002"	803493
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2003"	"2003"	785400
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2004"	"2004"	760151
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2005"	"2005"	733122
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2006"	"2006"	708505
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2007"	"2007"	699423
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2008"	"2008"	705068
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2009"	"2009"	718839
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2010"	"2010"	733810
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2011"	"2011"	752200
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2012"	"2012"	768787
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2013"	"2013"	781967
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2014"	"2014"	790206
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2015"	"2015"	796204
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2016"	"2016"	806499
	"30-34 years"	"30-34"	"Pennsylvania"	"42"	"2017"	"2017"	817235
"Total"	"30-34 years"	"30-34"	"Pennsylvania"	"42"			22992943
	"30-34 years"	"30-34"	"Rhode Island"	"44"	"1990"	"1990"	87964
	"30-34 years"	"30-34"	"Rhode Island"	"44"	"1991"	"1991"	87843
	"30-34 years"	"30-34"	"Rhode Island"	"44"	"1992"	"1992"	86601
	"30-34 years"	"30-34"	"Rhode Island"	"44"	"1993"	"1993"	84762
	"30-34 years"	"30-34"	"Rhode Island"	"44"	"1994"	"1994"	83150
	"30-34 years"	"30-34"	"Rhode Island"	"44"	"1995"	"1995"	80764
	"30-34 years"	"30-34"	"Rhode Island"	"44"	"1996"	"1996"	78512
	"30-34 years"	"30-34"	"Rhode Island"	"44"	"1997"	"1997"	76191
	"30-34 years"	"30-34"	"Rhode Island"	"44"	"1998"	"1998"	74990
	"30-34 years"	"30-34"	"Rhode Island"	"44"	"1999"	"1999"	74605
	"30-34 years"	"30-34"	"Rhode Island"	"44"	"2000"	"2000"	75503
	"30-34 years"	"30-34"	"Rhode Island"	"44"	"2001"	"2001"	74335
	"30-34 years"	"30-34"	"Rhode Island"	"44"	"2002"	"2002"	73546
	"30-34 years"	"30-34"	"Rhode Island"	"44"	"2003"	"2003"	71354
	"30-34 years"	"30-34"	"Rhode Island"	"44"	"2004"	"2004"	68807
	"30-34 years"	"30-34"	"Rhode Island"	"44"	"2005"	"2005"	65268
	"30-34 years"	"30-34"	"Rhode Island"	"44"	"2006"	"2006"	61673
	"30-34 years"	"30-34"	"Rhode Island"	"44"	"2007"	"2007"	59928
	"30-34 years"	"30-34"	"Rhode Island"	"44"	"2008"	"2008"	60561
	"30-34 years"	"30-34"	"Rhode Island"	"44"	"2009"	"2009"	61216
	"30-34 years"	"30-34"	"Rhode Island"	"44"	"2010"	"2010"	61536
	"30-34 years"	"30-34"	"Rhode Island"	"44"	"2011"	"2011"	62864
	"30-34 years"	"30-34"	"Rhode Island"	"44"	"2012"	"2012"	64080
	"30-34 years"	"30-34"	"Rhode Island"	"44"	"2013"	"2013"	65225
	"30-34 years"	"30-34"	"Rhode Island"	"44"	"2014"	"2014"	66239
	"30-34 years"	"30-34"	"Rhode Island"	"44"	"2015"	"2015"	66854
	"30-34 years"	"30-34"	"Rhode Island"	"44"	"2016"	"2016"	67665
	"30-34 years"	"30-34"	"Rhode Island"	"44"	"2017"	"2017"	68727
"Total"	"30-34 years"	"30-34"	"Rhode Island"	"44"			2010763
	"30-34 years"	"30-34"	"South Carolina"	"45"	"1990"	"1990"	296314
	"30-34 years"	"30-34"	"South Carolina"	"45"	"1991"	"1991"	301150
	"30-34 years"	"30-34"	"South Carolina"	"45"	"1992"	"1992"	301828
	"30-34 years"	"30-34"	"South Carolina"	"45"	"1993"	"1993"	301763
	"30-34 years"	"30-34"	"South Carolina"	"45"	"1994"	"1994"	301938
	"30-34 years"	"30-34"	"South Carolina"	"45"	"1995"	"1995"	299485
	"30-34 years"	"30-34"	"South Carolina"	"45"	"1996"	"1996"	293774
	"30-34 years"	"30-34"	"South Carolina"	"45"	"1997"	"1997"	288184
	"30-34 years"	"30-34"	"South Carolina"	"45"	"1998"	"1998"	284005
	"30-34 years"	"30-34"	"South Carolina"	"45"	"1999"	"1999"	282553
	"30-34 years"	"30-34"	"South Carolina"	"45"	"2000"	"2000"	283782
	"30-34 years"	"30-34"	"South Carolina"	"45"	"2001"	"2001"	284915
	"30-34 years"	"30-34"	"South Carolina"	"45"	"2002"	"2002"	286700
	"30-34 years"	"30-34"	"South Carolina"	"45"	"2003"	"2003"	285760
	"30-34 years"	"30-34"	"South Carolina"	"45"	"2004"	"2004"	283538
	"30-34 years"	"30-34"	"South Carolina"	"45"	"2005"	"2005"	278267
	"30-34 years"	"30-34"	"South Carolina"	"45"	"2006"	"2006"	273229
	"30-34 years"	"30-34"	"South Carolina"	"45"	"2007"	"2007"	274024
	"30-34 years"	"30-34"	"South Carolina"	"45"	"2008"	"2008"	277774
	"30-34 years"	"30-34"	"South Carolina"	"45"	"2009"	"2009"	282140
	"30-34 years"	"30-34"	"South Carolina"	"45"	"2010"	"2010"	289339
	"30-34 years"	"30-34"	"South Carolina"	"45"	"2011"	"2011"	295129
	"30-34 years"	"30-34"	"South Carolina"	"45"	"2012"	"2012"	298855
	"30-34 years"	"30-34"	"South Carolina"	"45"	"2013"	"2013"	303182
	"30-34 years"	"30-34"	"South Carolina"	"45"	"2014"	"2014"	305899
	"30-34 years"	"30-34"	"South Carolina"	"45"	"2015"	"2015"	307953
	"30-34 years"	"30-34"	"South Carolina"	"45"	"2016"	"2016"	311120
	"30-34 years"	"30-34"	"South Carolina"	"45"	"2017"	"2017"	314192
"Total"	"30-34 years"	"30-34"	"South Carolina"	"45"			8186792
	"30-34 years"	"30-34"	"South Dakota"	"46"	"1990"	"1990"	56191
	"30-34 years"	"30-34"	"South Dakota"	"46"	"1991"	"1991"	56166
	"30-34 years"	"30-34"	"South Dakota"	"46"	"1992"	"1992"	55932
	"30-34 years"	"30-34"	"South Dakota"	"46"	"1993"	"1993"	55802
	"30-34 years"	"30-34"	"South Dakota"	"46"	"1994"	"1994"	55237
	"30-34 years"	"30-34"	"South Dakota"	"46"	"1995"	"1995"	53731
	"30-34 years"	"30-34"	"South Dakota"	"46"	"1996"	"1996"	51792
	"30-34 years"	"30-34"	"South Dakota"	"46"	"1997"	"1997"	49149
	"30-34 years"	"30-34"	"South Dakota"	"46"	"1998"	"1998"	47008
	"30-34 years"	"30-34"	"South Dakota"	"46"	"1999"	"1999"	45933
	"30-34 years"	"30-34"	"South Dakota"	"46"	"2000"	"2000"	45942
	"30-34 years"	"30-34"	"South Dakota"	"46"	"2001"	"2001"	45913
	"30-34 years"	"30-34"	"South Dakota"	"46"	"2002"	"2002"	45762
	"30-34 years"	"30-34"	"South Dakota"	"46"	"2003"	"2003"	45258
	"30-34 years"	"30-34"	"South Dakota"	"46"	"2004"	"2004"	44962
	"30-34 years"	"30-34"	"South Dakota"	"46"	"2005"	"2005"	44934
	"30-34 years"	"30-34"	"South Dakota"	"46"	"2006"	"2006"	44553
	"30-34 years"	"30-34"	"South Dakota"	"46"	"2007"	"2007"	45683
	"30-34 years"	"30-34"	"South Dakota"	"46"	"2008"	"2008"	46577
	"30-34 years"	"30-34"	"South Dakota"	"46"	"2009"	"2009"	48333
	"30-34 years"	"30-34"	"South Dakota"	"46"	"2010"	"2010"	50339
	"30-34 years"	"30-34"	"South Dakota"	"46"	"2011"	"2011"	52149
	"30-34 years"	"30-34"	"South Dakota"	"46"	"2012"	"2012"	53838
	"30-34 years"	"30-34"	"South Dakota"	"46"	"2013"	"2013"	55513
	"30-34 years"	"30-34"	"South Dakota"	"46"	"2014"	"2014"	56300
	"30-34 years"	"30-34"	"South Dakota"	"46"	"2015"	"2015"	56295
	"30-34 years"	"30-34"	"South Dakota"	"46"	"2016"	"2016"	56410
	"30-34 years"	"30-34"	"South Dakota"	"46"	"2017"	"2017"	56348
"Total"	"30-34 years"	"30-34"	"South Dakota"	"46"			1422050
	"30-34 years"	"30-34"	"Tennessee"	"47"	"1990"	"1990"	411583
	"30-34 years"	"30-34"	"Tennessee"	"47"	"1991"	"1991"	417276
	"30-34 years"	"30-34"	"Tennessee"	"47"	"1992"	"1992"	420290
	"30-34 years"	"30-34"	"Tennessee"	"47"	"1993"	"1993"	425025
	"30-34 years"	"30-34"	"Tennessee"	"47"	"1994"	"1994"	431176
	"30-34 years"	"30-34"	"Tennessee"	"47"	"1995"	"1995"	433924
	"30-34 years"	"30-34"	"Tennessee"	"47"	"1996"	"1996"	432173
	"30-34 years"	"30-34"	"Tennessee"	"47"	"1997"	"1997"	426022
	"30-34 years"	"30-34"	"Tennessee"	"47"	"1998"	"1998"	418024
	"30-34 years"	"30-34"	"Tennessee"	"47"	"1999"	"1999"	412169
	"30-34 years"	"30-34"	"Tennessee"	"47"	"2000"	"2000"	411888
	"30-34 years"	"30-34"	"Tennessee"	"47"	"2001"	"2001"	414420
	"30-34 years"	"30-34"	"Tennessee"	"47"	"2002"	"2002"	416294
	"30-34 years"	"30-34"	"Tennessee"	"47"	"2003"	"2003"	414864
	"30-34 years"	"30-34"	"Tennessee"	"47"	"2004"	"2004"	410768
	"30-34 years"	"30-34"	"Tennessee"	"47"	"2005"	"2005"	403848
	"30-34 years"	"30-34"	"Tennessee"	"47"	"2006"	"2006"	394269
	"30-34 years"	"30-34"	"Tennessee"	"47"	"2007"	"2007"	391488
	"30-34 years"	"30-34"	"Tennessee"	"47"	"2008"	"2008"	393482
	"30-34 years"	"30-34"	"Tennessee"	"47"	"2009"	"2009"	400669
	"30-34 years"	"30-34"	"Tennessee"	"47"	"2010"	"2010"	408070
	"30-34 years"	"30-34"	"Tennessee"	"47"	"2011"	"2011"	414990
	"30-34 years"	"30-34"	"Tennessee"	"47"	"2012"	"2012"	420602
	"30-34 years"	"30-34"	"Tennessee"	"47"	"2013"	"2013"	424577
	"30-34 years"	"30-34"	"Tennessee"	"47"	"2014"	"2014"	426551
	"30-34 years"	"30-34"	"Tennessee"	"47"	"2015"	"2015"	426183
	"30-34 years"	"30-34"	"Tennessee"	"47"	"2016"	"2016"	429089
	"30-34 years"	"30-34"	"Tennessee"	"47"	"2017"	"2017"	432647
"Total"	"30-34 years"	"30-34"	"Tennessee"	"47"			11662361
	"30-34 years"	"30-34"	"Texas"	"48"	"1990"	"1990"	1557069
	"30-34 years"	"30-34"	"Texas"	"48"	"1991"	"1991"	1599264
	"30-34 years"	"30-34"	"Texas"	"48"	"1992"	"1992"	1628503
	"30-34 years"	"30-34"	"Texas"	"48"	"1993"	"1993"	1657370
	"30-34 years"	"30-34"	"Texas"	"48"	"1994"	"1994"	1678047
	"30-34 years"	"30-34"	"Texas"	"48"	"1995"	"1995"	1678075
	"30-34 years"	"30-34"	"Texas"	"48"	"1996"	"1996"	1652382
	"30-34 years"	"30-34"	"Texas"	"48"	"1997"	"1997"	1621694
	"30-34 years"	"30-34"	"Texas"	"48"	"1998"	"1998"	1588080
	"30-34 years"	"30-34"	"Texas"	"48"	"1999"	"1999"	1567480
	"30-34 years"	"30-34"	"Texas"	"48"	"2000"	"2000"	1574951
	"30-34 years"	"30-34"	"Texas"	"48"	"2001"	"2001"	1611160
	"30-34 years"	"30-34"	"Texas"	"48"	"2002"	"2002"	1643508
	"30-34 years"	"30-34"	"Texas"	"48"	"2003"	"2003"	1657013
	"30-34 years"	"30-34"	"Texas"	"48"	"2004"	"2004"	1660785
	"30-34 years"	"30-34"	"Texas"	"48"	"2005"	"2005"	1655297
	"30-34 years"	"30-34"	"Texas"	"48"	"2006"	"2006"	1657359
	"30-34 years"	"30-34"	"Texas"	"48"	"2007"	"2007"	1667606
	"30-34 years"	"30-34"	"Texas"	"48"	"2008"	"2008"	1685788
	"30-34 years"	"30-34"	"Texas"	"48"	"2009"	"2009"	1724325
	"30-34 years"	"30-34"	"Texas"	"48"	"2010"	"2010"	1771960
	"30-34 years"	"30-34"	"Texas"	"48"	"2011"	"2011"	1820378
	"30-34 years"	"30-34"	"Texas"	"48"	"2012"	"2012"	1870988
	"30-34 years"	"30-34"	"Texas"	"48"	"2013"	"2013"	1919575
	"30-34 years"	"30-34"	"Texas"	"48"	"2014"	"2014"	1963075
	"30-34 years"	"30-34"	"Texas"	"48"	"2015"	"2015"	1995830
	"30-34 years"	"30-34"	"Texas"	"48"	"2016"	"2016"	2026770
	"30-34 years"	"30-34"	"Texas"	"48"	"2017"	"2017"	2045823
"Total"	"30-34 years"	"30-34"	"Texas"	"48"			48180155
	"30-34 years"	"30-34"	"Utah"	"49"	"1990"	"1990"	138772
	"30-34 years"	"30-34"	"Utah"	"49"	"1991"	"1991"	141956
	"30-34 years"	"30-34"	"Utah"	"49"	"1992"	"1992"	145144
	"30-34 years"	"30-34"	"Utah"	"49"	"1993"	"1993"	147454
	"30-34 years"	"30-34"	"Utah"	"49"	"1994"	"1994"	149397
	"30-34 years"	"30-34"	"Utah"	"49"	"1995"	"1995"	149763
	"30-34 years"	"30-34"	"Utah"	"49"	"1996"	"1996"	149850
	"30-34 years"	"30-34"	"Utah"	"49"	"1997"	"1997"	149310
	"30-34 years"	"30-34"	"Utah"	"49"	"1998"	"1998"	148835
	"30-34 years"	"30-34"	"Utah"	"49"	"1999"	"1999"	148235
	"30-34 years"	"30-34"	"Utah"	"49"	"2000"	"2000"	149379
	"30-34 years"	"30-34"	"Utah"	"49"	"2001"	"2001"	155912
	"30-34 years"	"30-34"	"Utah"	"49"	"2002"	"2002"	161586
	"30-34 years"	"30-34"	"Utah"	"49"	"2003"	"2003"	166428
	"30-34 years"	"30-34"	"Utah"	"49"	"2004"	"2004"	172279
	"30-34 years"	"30-34"	"Utah"	"49"	"2005"	"2005"	179341
	"30-34 years"	"30-34"	"Utah"	"49"	"2006"	"2006"	181942
	"30-34 years"	"30-34"	"Utah"	"49"	"2007"	"2007"	190780
	"30-34 years"	"30-34"	"Utah"	"49"	"2008"	"2008"	201357
	"30-34 years"	"30-34"	"Utah"	"49"	"2009"	"2009"	211844
	"30-34 years"	"30-34"	"Utah"	"49"	"2010"	"2010"	217694
	"30-34 years"	"30-34"	"Utah"	"49"	"2011"	"2011"	223000
	"30-34 years"	"30-34"	"Utah"	"49"	"2012"	"2012"	225661
	"30-34 years"	"30-34"	"Utah"	"49"	"2013"	"2013"	226906
